gene_id	ControlSample	KnockOutSample
AT1G9455 10786.880520 4505.729484
AT1G9456 19940.254280 6257.820795
AT1G9457 1365.338115 10422.074648
AT1G9458 1412.092715 8715.220191
AT1G9459 23459.322672 20120.396130
AT1G9460 16302.285836 5309.144566
AT1G9461 661.117435 7038.664724
AT1G9462 2675.003204 301.029817
AT1G9463 11437.909848 619.129246
AT1G9464 14496.243324 3173.149510
AT1G9465 3324.798730 154.242866
AT1G9466 18781.930815 14836.371776
AT1G9467 11311.009705 13422.061220
AT1G9468 19817.165563 617.356914
AT1G9469 21894.718223 4351.308206
AT1G9470 3906.491836 15498.664418
AT1G9471 2387.640004 10028.154668
AT1G9472 361.259621 17792.496109
AT1G9473 8357.348796 4175.585955
AT1G9474 4328.501389 25810.707633
AT1G9475 3247.114078 10226.438490
AT1G9476 15001.947508 2411.811213
AT1G9477 1857.630024 21066.333811
AT1G9478 2641.671438 2153.870174
AT1G9479 962.263619 886.310617
AT1G9480 10345.106449 2267.642598
AT1G9481 7368.921476 7147.939329
AT1G9482 730.393384 17019.281838
AT1G9483 11851.043550 4714.933073
AT1G9484 1255.284982 19009.783410
AT1G9485 7223.006806 2974.880215
AT1G9486 2745.023713 9757.798517
AT1G9487 13038.133946 4515.340098
AT1G9488 19277.630665 729.381298
AT1G9489 1112.005432 14142.558672
AT1G9490 14609.104526 13236.380840
AT1G9491 3623.592486 307.070894
AT1G9492 3572.053835 6067.055727
AT1G9493 100.153020 5652.902005
AT1G9494 4721.770196 156.526994
AT1G9495 21335.660543 13281.151524
AT1G9496 874.714469 18216.007141
AT1G9497 8638.254219 9974.608600
AT1G9498 2958.853481 8557.522294
AT1G9499 10490.340892 6.708029
AT1G9500 5823.593036 8880.064089
AT1G9501 3010.789941 571.262917
AT1G9502 470.813929 4721.843013
AT1G9503 3445.005554 10065.785699
AT1G9504 1150.088778 577.864071
AT1G9505 995.480331 19151.519608
AT1G9506 12171.634510 17500.515915
AT1G9507 22927.922300 9822.706259
AT1G9508 1157.855159 12684.079470
AT1G9509 15461.772637 6673.829463
AT1G9510 4099.241310 968.344462
AT1G9511 4119.472976 23948.060305
AT1G9512 7334.264351 6004.941679
AT1G9513 18859.910764 5620.220893
AT1G9514 11721.445418 610.121708
AT1G9515 2605.072054 25905.905332
AT1G9516 17402.645497 10907.352336
AT1G9517 9727.751030 1635.099796
AT1G9518 18512.256996 5213.563280
AT1G9519 6088.263619 3053.839778
AT1G9520 939.952086 11635.327006
AT1G9521 1715.895993 8028.504288
AT1G9522 3729.794702 9880.153356
AT1G9523 12047.595172 888.401624
AT1G9524 8531.073580 1913.395917
AT1G9525 9648.288675 10375.894253
AT1G9526 12605.992737 12910.038301
AT1G9527 26302.096316 291.319895
AT1G9528 2358.468093 10328.002564
AT1G9529 3780.935331 7191.909848
AT1G9530 14925.150426 25013.723045
AT1G9531 5041.463424 23611.485580
AT1G9532 21691.927396 3415.973510
AT1G9533 2274.087954 893.393963
AT1G9534 2139.837275 11087.330271
AT1G9535 2244.363292 5918.985443
AT1G9536 12146.543474 1578.091372
AT1G9537 11365.496384 3837.778863
AT1G9538 5615.634632 340.779107
AT1G9539 8088.596942 1547.370952
AT1G9540 6619.555406 10206.454299
AT1G9541 15164.931608 14953.014618
AT1G9542 3492.698080 9517.045503
AT1G9543 325.833827 382.771630
AT1G9544 1641.888882 5173.717917
AT1G9545 16085.056307 5525.464461
AT1G9546 13803.245949 17651.640645
AT1G9547 10753.209021 19073.801325
AT1G9548 5166.856227 15091.609088
AT1G9549 1906.242683 16337.816218
AT1G9550 323.152532 1892.466506
AT1G9551 23795.710257 20445.234535
AT1G9552 12612.096561 6066.450636
AT1G9553 1185.804163 4057.823420
AT1G9554 3106.932279 19303.042085
AT1G9555 2998.589801 13847.389294
AT1G9556 11570.542833 7208.221900
AT1G9557 9457.234901 2913.275430
AT1G9558 98.942106 7936.471297
AT1G9559 11685.775109 14878.324931
AT1G9560 1482.334544 11860.024781
AT1G9561 10934.909024 3542.920621
AT1G9562 5124.583178 3865.381939
AT1G9563 16944.631794 5951.678213
AT1G9564 2730.709464 5173.680410
AT1G9565 539.682546 415.776543
AT1G9566 823.905271 16594.701987
AT1G9567 8632.064882 26346.754967
AT1G9568 12188.635121 15543.556780
AT1G9569 9477.576525 385.221870
AT1G9570 8431.069369 21312.371410
AT1G9571 20089.815485 11861.863765
AT1G9572 4565.023469 8601.846736
AT1G9573 7160.305490 8938.317881
AT1G9574 16625.515488 9012.087405
AT1G9575 1567.421369 4716.616718
AT1G9576 9897.417646 5683.337016
AT1G9577 10578.440352 22647.660512
AT1G9578 814.852596 5908.959624
AT1G9579 20815.647511 6017.573717
AT1G9580 6052.394421 16611.407697
AT1G9581 10740.409803 2554.094729
AT1G9582 17474.885708 2184.220099
AT1G9583 10674.861904 10891.873074
AT1G9584 219.054842 4515.173681
AT1G9585 1071.963256 4094.297433
AT1G9586 261.054903 15279.744591
AT1G9587 2731.587756 9844.587512
AT1G9588 2022.143742 8385.605029
AT1G9589 19414.713431 2106.528123
AT1G9590 19113.182653 19134.703085
AT1G9591 25298.461013 9535.336161
AT1G9592 21383.636402 3419.233131
AT1G9593 9.587695 19966.894498
AT1G9594 570.721183 21851.327616
AT1G9595 8851.092257 4941.307169
AT1G9596 1048.153325 916.976714
AT1G9597 2430.090823 100.986389
AT1G9598 6497.690970 9426.448195
AT1G9599 655.424360 10209.117313
AT1G9600 2301.358898 16224.520402
AT1G9601 157.646229 1618.876797
AT1G9602 4552.847682 4326.398633
AT1G9603 4493.443434 12032.582781
AT1G9604 15825.405103 2227.606189
AT1G9605 9979.902463 6484.444777
AT1G9606 14019.595355 14001.276162
AT1G9607 5558.900113 659.298685
AT1G9608 13279.067354 11645.417646
AT1G9609 5640.057039 12215.805536
AT1G9610 5522.237495 3439.857936
AT1G9611 17214.021058 2718.877987
AT1G9612 2605.712760 4683.531724
AT1G9613 16728.695212 3771.314096
AT1G9614 4365.190344 8728.946196
AT1G9615 11721.958068 12943.048250
AT1G9616 3780.719932 27802.165899
AT1G9617 9107.222510 9674.451155
AT1G9618 418.437513 429.037996
AT1G9619 2385.431227 2432.513565
AT1G9620 7146.561205 9127.199652
AT1G9621 9490.183050 3686.076479
AT1G9622 21084.060579 326.854091
AT1G9623 1111.983093 8477.077548
AT1G9624 5486.369152 6785.042268
AT1G9625 3457.737327 23519.051729
AT1G9626 4486.543657 235.791864
AT1G9627 24.336497 3262.833033
AT1G9628 9336.571673 3432.367809
AT1G9629 5413.792993 10546.399060
AT1G9630 11937.888730 18376.895688
AT1G9631 4072.883084 7088.618671
AT1G9632 3089.493423 7696.946379
AT1G9633 2396.287973 8855.962462
AT1G9634 59.602649 6459.351421
AT1G9635 2845.738395 1103.583972
AT1G9636 8434.208136 23919.241432
AT1G9637 105.549425 10266.054018
AT1G9638 13077.921842 2516.058229
AT1G9639 6336.659658 4209.027436
AT1G9640 1348.761376 3085.289743
AT1G9641 2187.341838 1672.490677
AT1G9642 5853.474654 15729.588794
AT1G9643 12373.258065 683.754997
AT1G9644 4532.582049 24060.525529
AT1G9645 2072.844630 6432.030274
AT1G9646 6828.688772 1344.772515
AT1G9647 9602.450026 4512.600940
AT1G9648 5652.698111 1196.465957
AT1G9649 483.178808 53.127110
AT1G9650 12725.655843 17085.727775
AT1G9651 5822.545427 10202.795618
AT1G9652 21378.830226 24852.737938
AT1G9653 11229.420392 1094.395917
AT1G9654 241.511765 301.737968
AT1G9655 2804.925138 4903.215064
AT1G9656 3010.779260 17260.807459
AT1G9657 9699.437544 3211.789911
AT1G9658 11734.511673 3474.055116
AT1G9659 6394.681967 501.929930
AT1G9660 14712.710349 1908.244911
AT1G9661 3125.607776 19383.191626
AT1G9662 17425.156102 1467.158300
AT1G9663 9891.177129 8467.372051
AT1G9664 15778.129429 13274.428541
AT1G9665 14797.935484 678.585223
AT1G9666 12094.042177 869.342784
AT1G9667 376.716758 5544.721030
AT1G9668 3213.581530 31974.228889
AT1G9669 16898.786584 1084.365734
AT1G9670 21503.054598 2960.889126
AT1G9671 2367.874660 463.204505
AT1G9672 1530.111148 9781.152318
AT1G9673 9294.606830 15739.191870
AT1G9674 1729.973510 25226.212165
AT1G9675 3929.495407 6749.284524
AT1G9676 9634.864345 20569.731742
AT1G9677 1544.778466 3436.761345
AT1G9678 1059.297098 9355.148747
AT1G9679 2347.157994 20067.035524
AT1G9680 2761.740898 15350.615314
AT1G9681 10568.799402 8080.409131
AT1G9682 10330.165563 14681.712271
AT1G9683 2152.721854 917.867367
AT1G9684 3419.208594 9289.476089
AT1G9685 1652.753441 13096.297006
AT1G9686 3554.937101 662.866909
AT1G9687 1976.319163 11878.410779
AT1G9688 11082.044954 4710.229987
AT1G9689 106.978698 702.699210
AT1G9690 15910.920103 2700.476272
AT1G9691 616.318705 4414.541887
AT1G9692 1892.962127 1143.185461
AT1G9693 3764.096805 5485.829463
AT1G9694 3194.587237 4151.796014
AT1G9695 344.362438 1635.657094
AT1G9696 4871.448195 2202.132694
AT1G9697 3127.863582 16011.778619
AT1G9698 506.896451 121.892392
AT1G9699 16925.221595 12041.824396
AT1G9700 8124.539171 2145.880490
AT1G9701 189.723563 16366.369579
AT1G9702 13198.221870 4636.260140
AT1G9703 14835.875362 19482.915677
AT1G9704 3104.435560 6311.119419
AT1G9705 4282.985565 18485.305826
AT1G9706 960.864284 1405.000610
AT1G9707 20121.276070 7586.614612
AT1G9708 11112.601825 2571.460433
AT1G9709 160.937834 39.198767
AT1G9710 18174.039735 11298.706259
AT1G9711 16394.024751 16176.344981
AT1G9712 10269.778008 23813.479598
AT1G9713 4130.864986 13965.812403
AT1G9714 2340.715964 10530.585894
AT1G9715 4288.561907 31.810968
AT1G9716 9792.282723 17965.210120
AT1G9717 8264.765160 3273.790551
AT1G9718 16351.732688 18364.899503
AT1G9719 3891.854366 10249.600757
AT1G9720 1241.641652 238.945769
AT1G9721 12234.748375 5266.996216
AT1G9722 4418.582110 3594.680227
AT1G9723 405.733818 1129.760949
AT1G9724 1057.030152 9544.658406
AT1G9725 12219.054689 18194.325266
AT1G9726 810.302316 1292.483810
AT1G9727 5074.307505 4897.551561
AT1G9728 8115.685018 4720.584979
AT1G9729 8462.756737 5231.894040
AT1G9730 11133.526719 3165.508774
AT1G9731 1493.126133 4.876431
AT1G9732 1743.104709 11037.387066
AT1G9733 8533.165960 10813.384564
AT1G9734 1209.448836 73.826716
AT1G9735 21020.267281 8774.005554
AT1G9736 2413.857295 2660.982696
AT1G9737 2115.271218 26677.317026
AT1G9738 1018.399854 1531.130558
AT1G9739 5163.898526 12830.958983
AT1G9740 9089.225532 18779.091830
AT1G9741 13223.525163 1426.532792
AT1G9742 12879.940550 15329.584338
AT1G9743 5405.652852 12144.180181
AT1G9744 2302.986206 8161.377056
AT1G9745 12476.401135 4295.798578
AT1G9746 278.095889 15506.479812
AT1G9747 5440.481460 5634.493851
AT1G9748 7769.542680 1011.837214
AT1G9749 28164.192175 8078.231635
AT1G9750 5181.438643 11025.746452
AT1G9751 5055.430952 19702.880276
AT1G9752 27422.869839 10617.986694
AT1G9753 12226.702933 633.573412
AT1G9754 935.963469 15067.223121
AT1G9755 472.138920 1195.702261
AT1G9756 726.381603 2113.172246
AT1G9757 23823.962401 4592.787683
AT1G9758 12307.602954 11345.320841
AT1G9759 3324.973327 8735.894498
AT1G9760 109.505539 3884.297769
AT1G9761 8357.925230 1385.703909
AT1G9762 11102.500229 10202.505692
AT1G9763 7949.731285 18914.046846
AT1G9764 7040.195685 5413.590808
AT1G9765 16499.662465 16301.751335
AT1G9766 7892.672872 242.079531
AT1G9767 8769.003998 10779.455367
AT1G9768 24255.203253 3138.743095
AT1G9769 14766.912839 126.915036
AT1G9770 9513.605365 1797.454024
AT1G9771 6058.970611 6715.411237
AT1G9772 15620.288705 12640.816523
AT1G9773 1412.396558 6668.552355
AT1G9774 4512.342235 5306.413404
AT1G9775 2688.417615 4587.600940
AT1G9776 10954.404462 12.026582
AT1G9777 14837.622303 2815.382641
AT1G9778 4497.239540 555.073580
AT1G9779 11680.001221 6103.834742
AT1G9780 2719.356304 9859.365581
AT1G9781 23093.817377 15068.361034
AT1G9782 1860.669546 22881.837275
AT1G9783 11041.601794 75.946348
AT1G9784 5582.765618 2628.982208
AT1G9785 22825.634816 6931.431928
AT1G9786 13424.555315 22429.323710
AT1G9787 2340.963683 11401.776177
AT1G9788 4929.429945 9206.542680
AT1G9789 1482.201239 26610.101444
AT1G9790 2158.734397 14342.745445
AT1G9791 14501.663259 7133.531175
AT1G9792 980.386578 742.541337
AT1G9793 470.199133 19020.700278
AT1G9794 324.927885 14139.664052
AT1G9795 2160.988250 5588.644124
AT1G9796 1273.855281 5607.005219
AT1G9797 3336.430555 8595.577074
AT1G9798 14686.038026 225.433302
AT1G9799 11415.811151 15816.240242
AT1G9800 4297.815241 187.806299
AT1G9801 8468.584918 14181.568957
AT1G9802 21101.066225 23455.818842
AT1G9803 7170.846400 7833.334758
AT1G9804 4727.714316 14785.833491
AT1G9805 5274.369060 5788.023316
AT1G9806 707.280496 3762.767418
AT1G9807 11672.233650 7628.508072
AT1G9808 23785.618458 9425.165563
AT1G9809 16763.878140 1232.329966
AT1G9810 2923.595080 10113.273690
AT1G9811 8435.902097 1223.114475
AT1G9812 2528.261208 6699.470321
AT1G9813 11057.321848 165.393963
AT1G9814 763.919492 15820.776330
AT1G9815 7119.431318 5640.618549
AT1G9816 17712.225043 5904.578326
AT1G9817 10.502152 73.151494
AT1G9818 23709.412885 4665.813105
AT1G9819 3522.476394 14621.445845
AT1G9820 15873.947691 11928.962828
AT1G9821 14056.109378 755.526963
AT1G9822 9027.189245 13757.429456
AT1G9823 7006.224403 12361.465926
AT1G9824 1030.696677 11354.624592
AT1G9825 21612.239998 112.390271
AT1G9826 20286.998413 3254.849696
AT1G9827 2663.754082 7255.796411
AT1G9828 22490.365001 5616.578875
AT1G9829 13654.533128 7392.601154
AT1G9830 13808.048189 4085.321574
AT1G9831 6914.970977 2432.182012
AT1G9832 7651.986785 18543.041475
AT1G9833 115.997009 8945.007050
AT1G9834 6266.802759 4513.104923
AT1G9835 16922.439497 3373.169439
AT1G9836 1457.437086 4605.562334
AT1G9837 2010.749290 5362.596515
AT1G9838 110.802179 3332.497635
AT1G9839 21326.973479 3043.000427
AT1G9840 16044.556291 6547.785516
AT1G9841 10309.856716 4138.336070
AT1G9842 22235.392895 1186.689199
AT1G9843 8973.593554 12130.389355
AT1G9844 65.569628 13397.584643
AT1G9845 6653.860652 794.452223
AT1G9846 13221.130467 23360.854396
AT1G9847 12415.591296 17157.608448
AT1G9848 4425.114841 1290.191351
AT1G9849 6901.653035 2225.216834
AT1G9850 22813.996643 7009.099948
AT1G9851 24361.383129 5672.991119
AT1G9852 11371.441939 4639.284646
AT1G9853 4274.510819 7939.491714
AT1G9854 16988.332163 13437.753685
AT1G9855 17945.571459 5977.386395
AT1G9856 1801.985656 3526.853725
AT1G9857 12283.447493 8833.519547
AT1G9858 8304.707480 287.597522
AT1G9859 4256.532792 38.951018
AT1G9860 9627.967284 30942.230415
AT1G9861 4092.017731 5775.854671
AT1G9862 12638.632771 4003.467910
AT1G9863 2560.185919 20699.891964
AT1G9864 1255.169347 6175.271523
AT1G9865 10624.397351 2266.774743
AT1G9866 3679.904843 8311.447493
AT1G9867 10407.625874 19297.449690
AT1G9868 1115.761589 572.304819
AT1G9869 2866.005737 6225.390210
AT1G9870 4600.993469 3959.626026
AT1G9871 4218.643025 19553.912595
AT1G9872 14.807001 25361.812952
AT1G9873 223.676260 109.075228
AT1G9874 15233.689077 18200.948515
AT1G9875 186.602985 9941.264077
AT1G9876 8059.851070 17725.805292
AT1G9877 1304.855403 8.433729
AT1G9878 3982.777551 5560.433363
AT1G9879 3116.274972 5132.593158
AT1G9880 3948.736229 4960.830561
AT1G9881 8169.648854 3719.149236
AT1G9882 12873.924070 3346.195196
AT1G9883 11865.060457 14991.040193
AT1G9884 2187.311747 4722.383618
AT1G9885 398.319651 12746.211615
AT1G9886 15025.423322 3145.343944
AT1G9887 1528.347789 330.275277
AT1G9888 13155.829951 842.195959
AT1G9889 8177.883358 10467.866146
AT1G9890 9137.260720 11847.271950
AT1G9891 4462.023225 671.843410
AT1G9892 24334.546098 1120.151372
AT1G9893 14298.947111 4476.518571
AT1G9894 8341.167913 10072.662130
AT1G9895 1839.379620 11576.496231
AT1G9896 12484.382397 6260.146977
AT1G9897 4654.070559 17388.316752
AT1G9898 22079.302591 1.043001
AT1G9899 1587.598743 15237.162877
AT1G9900 1703.175146 5070.940641
AT1G9901 27913.263192 17672.826197
AT1G9902 2465.684866 3198.599689
AT1G9903 5456.136540 3468.294748
AT1G9904 3414.221931 10706.462294
AT1G9905 6309.074374 22702.384655
AT1G9906 2198.204901 20110.372478
AT1G9907 17167.759056 7385.076449
AT1G9908 7874.079897 5665.475051
AT1G9909 1609.768670 423.198035
AT1G9910 24270.485549 12193.738456
AT1G9911 12411.639698 3761.714072
AT1G9912 12339.860836 1131.974090
AT1G9913 4132.157018 9833.592212
AT1G9914 19764.116184 17685.764794
AT1G9915 3935.481307 1040.032991
AT1G9916 13532.263924 653.885006
AT1G9917 4935.413007 14358.891263
AT1G9918 8406.290048 11019.305826
AT1G9919 14819.934721 11210.550096
AT1G9920 23001.325480 17721.432905
AT1G9921 15985.851314 226.324717
AT1G9922 2664.579943 471.395428
AT1G9923 2081.433271 2374.454176
AT1G9924 11727.441939 5297.441786
AT1G9925 2913.869900 16388.873928
AT1G9926 27602.792444 3732.714408
AT1G9927 7083.590258 1775.785211
AT1G9928 2037.173345 7890.524247
AT1G9929 11971.847072 2481.374187
AT1G9930 495.717032 13985.559130
AT1G9931 1371.694418 9236.674154
AT1G9932 19.582324 20576.489303
AT1G9933 445.335673 16973.250984
AT1G9934 3260.156133 6694.327189
AT1G9935 18107.356182 3359.706778
AT1G9936 2310.196783 1509.728874
AT1G9937 13939.086673 742.734703
AT1G9938 3110.961089 4277.864925
AT1G9939 29842.277902 2064.482376
AT1G9940 12414.911863 29.269448
AT1G9941 18400.367138 11133.946348
AT1G9942 8718.585772 9182.373852
AT1G9943 104.183660 182.751518
AT1G9944 7194.486282 81.133183
AT1G9945 6952.527757 4187.307474
AT1G9946 1846.459426 2131.714347
AT1G9947 3958.138859 755.497909
AT1G9948 4101.069979 6654.145085
AT1G9949 8482.860042 14842.443922
AT1G9950 18281.535508 6295.552232
AT1G9951 4261.895932 15192.638691
AT1G9952 401.981933 21002.545396
AT1G9953 6863.469893 13269.484787
AT1G9954 2334.654714 5271.010193
AT1G9955 4734.488296 2055.333903
AT1G9956 31873.872677 2686.396588
AT1G9957 11422.848231 23488.799707
AT1G9958 25161.271523 9973.218665
AT1G9959 12406.567583 134.553667
AT1G9960 13081.157781 14817.702109
AT1G9961 2803.800897 1503.601703
AT1G9962 10504.873318 124.582354
AT1G9963 11556.025147 17840.847194
AT1G9964 26813.043306 13525.121799
AT1G9965 3233.327708 24793.476363
AT1G9966 16176.288675 7691.679189
AT1G9967 117.470412 23140.462050
AT1G9968 6232.350352 12015.384991
AT1G9969 3815.293619 501.226478
AT1G9970 21404.832942 12931.311258
AT1G9971 4172.508438 2546.260323
AT1G9972 17114.438307 17492.725272
AT1G9973 6079.633900 9208.147954
AT1G9974 14055.751762 90.842921
AT1G9975 115.994018 3161.449019
AT1G9976 571.658071 24678.327280
AT1G9977 5770.345317 9758.568316
AT1G9978 5296.122196 3782.600177
AT1G9979 1051.424665 14657.606433
AT1G9980 4266.778466 118.138646
AT1G9981 5049.655629 6721.949889
AT1G9982 5447.788965 5717.004059
AT1G9983 23871.077364 10992.247932
AT1G9984 6029.220130 7310.625935
AT1G9985 16658.182775 4923.330699
AT1G9986 3009.878231 715.655629
AT1G9987 1999.087344 251.748985
AT1G9988 4909.561968 4413.196203
AT1G9989 6173.027741 14929.747856
AT1G9990 28952.110446 128.816706
AT1G9991 664.492630 6796.454726
AT1G9992 656.919248 11227.614826
AT1G9993 5503.616810 4552.366222
AT1G9994 10725.085147 352.856746
AT1G9995 505.609973 18827.514969
AT1G9996 13766.801477 1757.087161
AT1G9997 99.973571 8519.627003
AT1G9998 1268.889584 9974.806604
AT1G9999 3606.657918 697.843196
AT1G10000 1416.771447 340.259774
AT1G10001 1992.751976 18819.943724
AT1G10002 4453.468276 906.830958
AT1G10003 8554.927427 3222.828120
AT1G10004 9647.345286 1219.101840
AT1G10005 3018.585345 4628.700339
AT1G10006 449.648061 11939.927793
AT1G10007 2217.187353 5506.178777
AT1G10008 10758.944151 5069.421918
AT1G10009 24327.016114 779.672292
AT1G10010 5258.776360 187.795343
AT1G10011 2447.290750 27574.094729
AT1G10012 24426.985382 2261.952757
AT1G10013 20715.071566 16204.572649
AT1G10014 12388.231147 5217.485580
AT1G10015 12993.864101 1941.761681
AT1G10016 7952.179724 3977.243751
AT1G10017 14434.626057 387.811365
AT1G10018 1852.965972 9426.754936
AT1G10019 17497.522263 8589.510788
AT1G10020 10437.504563 29858.386670
AT1G10021 5285.679159 15556.425977
AT1G10022 13881.980651 2265.618732
AT1G10023 9274.798853 28360.434126
AT1G10024 24876.552080 6100.457289
AT1G10025 14336.176000 3511.697012
AT1G10026 1206.897427 18509.544359
AT1G10027 8800.987396 2725.870663
AT1G10028 3276.306162 1084.473403
AT1G10029 4431.359539 3155.046083
AT1G10030 8396.744285 7401.075533
AT1G10031 22989.388104 16184.952849
AT1G10032 1288.971831 3601.502670
AT1G10033 4439.610096 2957.348064
AT1G10034 11071.390728 1232.435377
AT1G10035 9836.448958 6519.344798
AT1G10036 7260.531938 6476.300089
AT1G10037 3120.044740 12510.712668
AT1G10038 7303.746757 8201.442763
AT1G10039 1198.915189 25791.207007
AT1G10040 7420.402539 7830.983367
AT1G10041 1909.483016 21271.206030
AT1G10042 91.791650 326.656453
AT1G10043 22076.289071 22525.193335
AT1G10044 18787.205969 9831.545244
AT1G10045 15206.885739 7822.957854
AT1G10046 29636.346110 6784.917905
AT1G10047 11480.914548 13816.893002
AT1G10048 4930.814539 4043.069185
AT1G10049 13416.501358 3864.010468
AT1G10050 7504.830287 1516.187140
AT1G10051 8714.470046 2583.430128
AT1G10052 25888.267953 10250.750053
AT1G10053 9711.093570 18312.547075
AT1G10054 9902.886319 449.125187
AT1G10055 7733.246742 22295.421918
AT1G10056 1616.438490 1267.080905
AT1G10057 4815.042726 208.546648
AT1G10058 5551.639576 2557.222816
AT1G10059 13245.044404 3697.134709
AT1G10060 4630.403790 15120.959502
AT1G10061 5417.809381 4403.903928
AT1G10062 12130.390820 880.232978
AT1G10063 13997.097629 5382.297739
AT1G10064 9775.579089 9.703421
AT1G10065 353.881039 3231.912290
AT1G10066 8848.109378 5998.947233
AT1G10067 126.452895 3486.588336
AT1G10068 15736.599017 15211.914945
AT1G10069 22414.000977 9654.399609
AT1G10070 3312.433882 1673.850185
AT1G10071 15078.258919 17722.672079
AT1G10072 18984.575335 5109.701590
AT1G10073 1773.549242 17339.682241
AT1G10074 1386.511124 3613.172460
AT1G10075 1900.779565 23441.643086
AT1G10076 13987.027894 1901.377422
AT1G10077 7450.104251 298.539720
AT1G10078 1768.849818 2297.320658
AT1G10079 11844.551378 18982.575213
AT1G10080 1331.577654 5255.343089
AT1G10081 4784.311045 1009.515580
AT1G10082 17905.989319 3476.200446
AT1G10083 967.278481 13.953642
AT1G10084 7324.317118 9509.856532
AT1G10085 487.311258 20980.763268
AT1G10086 16261.671316 8532.835505
AT1G10087 336.871181 11569.310251
AT1G10088 15025.897885 1395.026460
AT1G10089 4546.009400 8220.736290
AT1G10090 542.154485 3363.334910
AT1G10091 1118.380566 1913.836482
AT1G10092 9972.950072 3431.558580
AT1G10093 4957.324992 4785.810663
AT1G10094 14212.059175 1414.676138
AT1G10095 11506.203681 2647.446028
AT1G10096 2010.560320 9735.958373
AT1G10097 13019.387707 11586.633686
AT1G10098 1590.999786 22492.782739
AT1G10099 1623.147038 19690.232246
AT1G10100 455.009491 8332.054598
AT1G10101 1842.684896 406.609821
AT1G10102 13744.458022 4539.403180
AT1G10103 570.317698 5921.234138
AT1G10104 2502.927854 9858.337748
AT1G10105 75.895871 446.941710
AT1G10106 8282.712241 3135.311930
AT1G10107 4967.761711 4640.629078
AT1G10108 58.587481 14429.072542
AT1G10109 3144.076907 15894.673696
AT1G10110 24705.509232 18.182653
AT1G10111 765.841670 4948.153813
AT1G10112 656.683126 1488.013916
AT1G10113 21191.876766 3.797479
AT1G10114 6579.323008 497.739341
AT1G10115 6112.251228 18927.796228
AT1G10116 24373.750725 6052.218146
AT1G10117 11965.887143 1918.737815
AT1G10118 579.650502 14689.580645
AT1G10119 8546.255684 15106.868496
AT1G10120 11299.477157 7089.574755
AT1G10121 512.434584 16993.142613
AT1G10122 16911.020722 4914.523240
AT1G10123 14395.626820 11949.734550
AT1G10124 22424.043886 26358.976775
AT1G10125 26650.474685 16089.326029
AT1G10126 274.162938 18242.406323
AT1G10127 7387.246620 14543.745659
AT1G10128 2655.424787 1368.261483
AT1G10129 5402.845546 16637.838221
AT1G10130 16848.658712 3605.346934
AT1G10131 5414.942778 7977.639393
AT1G10132 3827.922880 10366.431745
AT1G10133 12389.792657 11438.570391
AT1G10134 11218.117252 14445.536058
AT1G10135 3892.392712 2523.130375
AT1G10136 842.902493 4937.290078
AT1G10137 17655.740226 2412.579485
AT1G10138 124.584094 16922.548784
AT1G10139 2476.284158 611.326518
AT1G10140 10036.317026 13828.230873
AT1G10141 5477.176916 2048.561480
AT1G10142 11742.672506 3902.636799
AT1G10143 1001.181921 7611.503281
AT1G10144 9196.550951 782.227271
AT1G10145 11336.677908 7959.631703
AT1G10146 4857.677419 22943.853664
AT1G10147 1596.124393 5462.968078
AT1G10148 336.151555 543.275857
AT1G10149 5940.513993 5471.564196
AT1G10150 1147.010407 16991.712149
AT1G10151 12134.548906 7323.075808
AT1G10152 4952.880154 7432.195807
AT1G10153 20346.384594 4367.889157
AT1G10154 9705.384381 12160.131901
AT1G10155 15234.850246 4144.991699
AT1G10156 588.888089 7666.275704
AT1G10157 20278.311716 13202.651692
AT1G10158 9139.226661 32326.872768
AT1G10159 145.547105 5810.519608
AT1G10160 3132.274941 1382.217689
AT1G10161 4805.487228 3223.661061
AT1G10162 9238.155400 26371.463027
AT1G10163 7268.322398 3214.419446
AT1G10164 955.292215 1543.682241
AT1G10165 10062.738731 9180.130314
AT1G10166 9316.280709 7521.651875
AT1G10167 17450.166662 7934.418165
AT1G10168 13927.154149 1031.268685
AT1G10169 1695.085635 4645.071017
AT1G10170 1461.524644 4928.322764
AT1G10171 5635.873226 14345.894192
AT1G10172 2059.661489 7009.318094
AT1G10173 1274.275948 1284.364025
AT1G10174 136.727836 8899.356059
AT1G10175 6776.610614 7446.028626
AT1G10176 6275.620594 16312.869411
AT1G10177 10335.362255 25346.335154
AT1G10178 2826.947539 1747.825709
AT1G10179 933.614795 716.995758
AT1G10180 1838.084048 1929.500534
AT1G10181 24249.254250 371.257302
AT1G10182 10352.343913 34.019013
AT1G10183 12926.222297 27106.931669
AT1G10184 8243.937193 16834.592730
AT1G10185 21670.820826 11987.350139
AT1G10186 29251.245277 846.037172
AT1G10187 317.823908 7961.610523
AT1G10188 11662.138127 21094.679769
AT1G10189 25683.998291 15705.499039
AT1G10190 2283.565172 10621.209876
AT1G10191 22547.331217 890.129032
AT1G10192 15938.784509 14526.412000
AT1G10193 7555.432936 3472.733543
AT1G10194 44.576739 6970.312815
AT1G10195 5836.803034 21760.173528
AT1G10196 18912.092502 4525.686728
AT1G10197 2373.296915 3310.149236
AT1G10198 2601.841121 2595.894681
AT1G10199 18162.265206 1572.505020
AT1G10200 194.175359 4856.290536
